ride_id,seat_number,payment_method,payment_receipt,travel_date,travel_time,travel_from,travel_to,car_type,max_capacity
8340,8B,Mpesa,C0SHX6XHBO,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,6B,Mpesa,06GZPXWBQY,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,10B,Mpesa,ZKQTFYJVWV,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,12B,Mpesa,IAQ3QB2CYG,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,14B,Mpesa,13MSWJBMKA,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,16B,Mpesa,740LRCOTUD,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,18B,Mpesa,VWUNG0AVDM,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,20B,Mpesa,WH0FPTAIIZ,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,22B,Mpesa,TQFNUAX3VW,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,24B,Mpesa,V6SPDEOOZ7,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,1B,Mpesa,7BLMIPQNWZ,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,3B,Mpesa,GP0ON13FR2,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,5B,Mpesa,P258CAX23B,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,7B,Mpesa,N2WAD3GIKJ,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,9B,Mpesa,MQGBFEGVHQ,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,11B,Mpesa,JVUIOBL8K6,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,13B,Mpesa,OEYNS8MUXX,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,15B,Mpesa,O94RSHWFQ8,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,17B,Mpesa,XFDHLV4BTE,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,19B,Mpesa,OPRIFEVFL6,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,21B,Mpesa,Y8KANPDNFB,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,23B,Mpesa,HGK4JEP8GN,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,25,Mpesa,IFUDD3WHZL,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,24A,Mpesa,OE9GBNNR0S,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,22A,Mpesa,CUBKEPJDLB,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,20A,Mpesa,MB2IMCZSNS,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,18A,Mpesa,ZLECOTTJB6,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,16A,Mpesa,WUQ1VDWZEE,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,14A,Mpesa,UUKBCFHFLY,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,12A,Mpesa,AKPTFFME3W,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,10A,Mpesa,RVFM35RDFI,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,8A,Mpesa,UMZMILQKSX,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,6A,Mpesa,1PBZH6H1WD,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,2A,Mpesa,DRFAIXO6A9,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,23A,Mpesa,UJD6BUEAK0,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,21A,Mpesa,EYMXCJD0FH,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,19A,Mpesa,STN7SXVDGW,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,17A,Mpesa,JIX1VC4YVO,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,15A,Mpesa,1AHYM0G7Y7,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,13A,Mpesa,IYQ227FORE,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,11A,Mpesa,TCLWIN4OPB,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,9A,Mpesa,9HL9FLI2UL,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,7A,Mpesa,SZCHZ9R6ZS,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,5A,Mpesa,EBQHKYUTGH,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,3A,Mpesa,PRJLY9ADPF,06-01-18,7:00,Sirare,Nairobi,Bus,49
8340,1A,Mpesa,CMFA2PEITY,06-01-18,7:00,Sirare,Nairobi,Bus,49
8341,9A,Mpesa,FFCWDD3UMB,06-01-18,7:15,Migori,Nairobi,Bus,49
8342,16B,Mpesa,JRMTBYQSG5,06-01-18,7:08,Rongo,Nairobi,Bus,49
8342,15B,Mpesa,H9XFVUWAYO,06-01-18,7:08,Rongo,Nairobi,Bus,49
8343,3A,Mpesa,CWBZLIEUNF,06-01-18,7:08,Migori,Nairobi,Bus,49
8343,6A,Mpesa,A5DMFQFTNN,06-01-18,7:08,Migori,Nairobi,Bus,49
8343,5A,Mpesa,PIJV1RLLIH,06-01-18,7:08,Migori,Nairobi,Bus,49
8343,24B,Mpesa,TSPQJERTQW,06-01-18,7:08,Migori,Nairobi,Bus,49
8343,24A,Mpesa,DI72LORDOY,06-01-18,7:08,Migori,Nairobi,Bus,49
8343,23A,Mpesa,BTVEDPRME5,06-01-18,7:08,Migori,Nairobi,Bus,49
8344,7A,Mpesa,J7Q9AXGGTW,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8345,8B,Mpesa,LVPBRK04HF,06-01-18,7:10,Rongo,Nairobi,Bus,49
8345,7B,Mpesa,SSZR37DJIP,06-01-18,7:10,Rongo,Nairobi,Bus,49
8345,9B,Mpesa,VQLWIUEOGO,06-01-18,7:10,Rongo,Nairobi,Bus,49
8344,22B,Mpesa,XRSI9PJGDJ,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8344,12B,Mpesa,UHGWJTXVIA,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8344,11B,Mpesa,1I3SDDNTTA,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8346,24B,Mpesa,IV0TG80DN4,06-01-18,7:04,Rongo,Nairobi,Bus,49
8346,23B,Mpesa,VO5WIKBQIA,06-01-18,7:04,Rongo,Nairobi,Bus,49
8347,1A,Mpesa,W5WPAZJWJ1,06-01-18,7:06,Kijauri,Nairobi,Bus,49
8338,1,Mpesa,F92JNKQZ4X,11-02-18,7:30,Kisii,Nairobi,shuttle,11
8348,23B,Mpesa,3RFPOTQTE6,06-01-18,7:05,Rongo,Nairobi,Bus,49
8344,10B,Mpesa,LAANUVIL0G,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8349,1,Mpesa,PYXMHGX034,11-02-18,5:00,Kisii,Nairobi,shuttle,11
8344,4B,Mpesa,M55T5SOCHT,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8341,13A,Mpesa,M220MRDATU,06-01-18,7:15,Migori,Nairobi,Bus,49
8343,22A,Mpesa,HVNZSBDKXY,06-01-18,7:08,Migori,Nairobi,Bus,49
8343,21A,Mpesa,FGJDGYAXYB,06-01-18,7:08,Migori,Nairobi,Bus,49
8351,24A,Mpesa,XV9CITWS6I,06-01-18,7:09,Rongo,Nairobi,Bus,49
8351,14A,Mpesa,CN2TZZF0QB,06-01-18,7:09,Rongo,Nairobi,Bus,49
8341,14B,Mpesa,DHQIMWKDJL,06-01-18,7:15,Migori,Nairobi,Bus,49
8341,19B,Mpesa,RXISWL6YLT,06-01-18,7:15,Migori,Nairobi,Bus,49
8344,6A,Mpesa,FNOBZPU5Q9,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8341,20A,Mpesa,GDB9IOBTCL,06-01-18,7:15,Migori,Nairobi,Bus,49
8341,19A,Mpesa,ORYGO9CFRV,06-01-18,7:15,Migori,Nairobi,Bus,49
8344,6B,Mpesa,BSPDXEJO5G,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8344,5B,Mpesa,1CM4Y2ZP1Z,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8344,13A,Mpesa,MZMJXM5I7W,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8348,25,Mpesa,P76SARELVG,06-01-18,7:05,Rongo,Nairobi,Bus,49
8348,23A,Mpesa,OBSVRUZCMH,06-01-18,7:05,Rongo,Nairobi,Bus,49
8348,24A,Mpesa,OZGDVY0QYN,06-01-18,7:05,Rongo,Nairobi,Bus,49
8341,12A,Mpesa,D9DJTUQ7RR,06-01-18,7:15,Migori,Nairobi,Bus,49
8344,20A,Mpesa,JAVPLOOTII,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8344,12A,Mpesa,QBUUE8Y93G,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8344,11A,Mpesa,D0RTONMUGL,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8345,4A,Mpesa,CIJZJSUM8N,06-01-18,7:10,Rongo,Nairobi,Bus,49
8341,6A,Mpesa,FDBZLSESIL,06-01-18,7:15,Migori,Nairobi,Bus,49
8341,7B,Mpesa,EOCQQCVXHJ,06-01-18,7:15,Migori,Nairobi,Bus,49
8341,14A,Mpesa,0RAEPC08F8,06-01-18,7:15,Migori,Nairobi,Bus,49
8343,11A,Mpesa,Y7LNPK4BLF,06-01-18,7:08,Migori,Nairobi,Bus,49
8341,13B,Mpesa,WFUS1VZSZX,06-01-18,7:15,Migori,Nairobi,Bus,49
8344,18A,Mpesa,LL66DLGMBH,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8341,22A,Mpesa,VW6HUCHQ5S,06-01-18,7:15,Migori,Nairobi,Bus,49
8341,18A,Mpesa,QVMI0GOAVI,06-01-18,7:15,Migori,Nairobi,Bus,49
8341,17A,Mpesa,G9MY15AGMY,06-01-18,7:15,Migori,Nairobi,Bus,49
8341,17B,Mpesa,XR8YISSBJV,06-01-18,7:15,Migori,Nairobi,Bus,49
8341,18B,Mpesa,T7S97TVV93,06-01-18,7:15,Migori,Nairobi,Bus,49
8348,22A,Mpesa,R2JEAYSSNX,06-01-18,7:05,Rongo,Nairobi,Bus,49
8348,21A,Mpesa,06VK2INRCC,06-01-18,7:05,Rongo,Nairobi,Bus,49
8344,16A,Mpesa,QOXFA0C5UO,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8344,15A,Mpesa,2YPSQBDMLT,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8344,3A,Mpesa,4KJZDS0JL6,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8344,19A,Mpesa,FWJRLNVIPT,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8344,9B,Mpesa,DDHIBVRJAL,06-01-18,7:04,Homa Bay,Nairobi,Bus,49
8271,7,Mpesa,E3XJYUHNJY,11-02-18,11:04,Kisii,Nairobi,shuttle,11
8321,21B,Mpesa,WEDBNERYV6,11-02-18,7:10,Kisii,Nairobi,Bus,49
8358,1B,Mpesa,QKXARFJEI5,10-02-18,7:06,Kisii,Nairobi,Bus,49
8359,1,Mpesa,PORZLVMW8C,10-02-18,5:30,Kisii,Nairobi,shuttle,11
8358,10A,Mpesa,N7MGXC9QAA,10-02-18,7:06,Kisii,Nairobi,Bus,49
8358,9A,Mpesa,ECHQLBWIQ2,10-02-18,7:06,Kisii,Nairobi,Bus,49
8360,1,Mpesa,S47TWOJY4L,10-02-18,5:10,Kisii,Nairobi,shuttle,11
8361,1,Mpesa,9PT4ESHZ1A,10-02-18,5:00,Kisii,Nairobi,shuttle,11
8369,5B,Mpesa,DVZRS5041R,09-02-18,7:06,Kisii,Nairobi,Bus,49
8370,1B,Mpesa,2FWYNWURPS,07-01-18,7:04,Keroka,Nairobi,Bus,49
8371,20A,Mpesa,OZUXSGROMW,07-01-18,7:05,Nyachenge,Nairobi,Bus,49
8371,23B,Mpesa,ZILNQ7MZ2H,07-01-18,7:05,Nyachenge,Nairobi,Bus,49
8372,9A,Mpesa,4S3YDELS18,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8373,10A,Mpesa,EVA6EAK9ER,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,9A,Mpesa,3UF5SY7AKE,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8374,7,Mpesa,URR0WDKBVT,09-02-18,9:00,Kisii,Nairobi,shuttle,11
8375,14A,Mpesa,HWZMFA1RAQ,09-02-18,7:01,Kisii,Nairobi,Bus,49
8376,1X,Mpesa,ETB1NUZTX8,09-02-18,10:56,Kisii,Nairobi,shuttle,11
8376,1,Mpesa,UTUYUUDHZA,09-02-18,10:56,Kisii,Nairobi,shuttle,11
8376,10,Mpesa,8QYTGW653B,09-02-18,10:56,Kisii,Nairobi,shuttle,11
8376,3,Mpesa,43PKYJNB5J,09-02-18,10:56,Kisii,Nairobi,shuttle,11
8376,2,Mpesa,7TTCYO3LDJ,09-02-18,10:56,Kisii,Nairobi,shuttle,11
8369,12A,Mpesa,JZO1UUCTIC,09-02-18,7:06,Kisii,Nairobi,Bus,49
8376,8,Mpesa,QXQFWPSKFC,09-02-18,10:56,Kisii,Nairobi,shuttle,11
8377,1,Mpesa,THDFHPMVFS,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8376,6,Mpesa,O1EIGPXJVF,09-02-18,10:56,Kisii,Nairobi,shuttle,11
8376,5,Mpesa,PRDEF6OPBZ,09-02-18,10:56,Kisii,Nairobi,shuttle,11
8373,22A,Mpesa,OFYH27FIK8,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,11B,Mpesa,OWDFM6GJPX,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,6A,Mpesa,5N3JZYZMS1,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,21B,Mpesa,4WL2MTMNQK,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,21A,Mpesa,YANAQE4OWF,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8378,11A,Mpesa,WYQVUBFM1Q,07-01-18,7:08,Migori,Nairobi,Bus,49
8373,13A,Mpesa,IXAZWFZF5Y,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,10B,Mpesa,67WVZISQ5S,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,9B,Mpesa,D0DFGBEY2D,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,15B,Mpesa,BBGIDOEBNV,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,22B,Mpesa,XUDAMQD2VO,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8379,16B,Mpesa,VPLMGR2RYQ,07-01-18,7:15,Migori,Nairobi,Bus,49
8379,15B,Mpesa,Y4EVYTDPFJ,07-01-18,7:15,Migori,Nairobi,Bus,49
8379,14B,Mpesa,8NROYPUIPG,07-01-18,7:15,Migori,Nairobi,Bus,49
8379,13B,Mpesa,4DIFJW2B3P,07-01-18,7:15,Migori,Nairobi,Bus,49
8369,10A,Mpesa,QOFAXPOAAY,09-02-18,7:06,Kisii,Nairobi,Bus,49
8380,22B,Mpesa,ETP8E5LGVS,07-01-18,7:15,Awendo,Nairobi,Bus,49
8381,24A,Mpesa,6QKPTOSX1B,07-01-18,7:08,Awendo,Nairobi,Bus,49
8381,1B,Mpesa,V0DDF0VZZA,07-01-18,7:08,Awendo,Nairobi,Bus,49
8381,16B,Mpesa,0HBWFSIH70,07-01-18,7:08,Awendo,Nairobi,Bus,49
8381,15B,Mpesa,NCIS3PDNT7,07-01-18,7:08,Awendo,Nairobi,Bus,49
8381,16A,Mpesa,4JZX838VOV,07-01-18,7:08,Awendo,Nairobi,Bus,49
8381,15A,Mpesa,OU08ZJEOUQ,07-01-18,7:08,Awendo,Nairobi,Bus,49
8381,14A,Mpesa,ZARBGSJSVY,07-01-18,7:08,Awendo,Nairobi,Bus,49
8382,19B,Mpesa,O45DNEU9KH,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,18B,Mpesa,VXKTK467AW,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,13B,Mpesa,BKDXEOMYCI,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,14A,Mpesa,UU58Y6GURD,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,13A,Mpesa,BYRXKCMSVC,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,9B,Mpesa,HRWJBCNKGL,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,10A,Mpesa,AA4SAWCM8S,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,9A,Mpesa,OOKPGN4CWP,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,22A,Mpesa,NJET6SCVEE,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,21A,Mpesa,LPC7XTWQRC,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,2B,Mpesa,RZU6NWX9NR,07-01-18,7:00,Sirare,Nairobi,Bus,49
8379,14A,Mpesa,VISJUU4ILQ,07-01-18,7:15,Migori,Nairobi,Bus,49
8382,7A,Mpesa,X0VCG7UQ6U,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,5A,Mpesa,JOVAHIYWNG,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,1B,Mpesa,LXUF3CJ2MA,07-01-18,7:00,Sirare,Nairobi,Bus,49
8382,12B,Mpesa,CVJYMCCMBV,07-01-18,7:00,Sirare,Nairobi,Bus,49
8373,12B,Mpesa,MLAG0FLYVS,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8372,8A,Mpesa,D0J2F4ZP4N,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8372,7A,Mpesa,BRZUKPACQQ,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8372,4A,Mpesa,R5ANR1P2YI,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8372,3A,Mpesa,DPKWCDIJL0,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8373,20B,Mpesa,ZVLG5D7JAP,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,19B,Mpesa,IWYHHU67GI,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,20A,Mpesa,HGAMOPIWM0,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,19A,Mpesa,5KGKOJS2ZC,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8372,10A,Mpesa,DPUYKJOAWF,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8372,20A,Mpesa,JWI3S9DRXP,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8372,19A,Mpesa,61XJJXXGV9,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8372,10A,Mpesa,JCCG3KQ9XJ,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8372,8A,Mpesa,ISWNNGVDUL,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8372,6A,Mpesa,U1NA4JQ8BF,07-01-18,7:08,Kehancha,Nairobi,Bus,49
8378,11B,Mpesa,CRQIHCDVMY,07-01-18,7:08,Migori,Nairobi,Bus,49
8369,24A,Mpesa,MTGXTCUJPZ,09-02-18,7:06,Kisii,Nairobi,Bus,49
8378,18B,Mpesa,SI4O9HHA3P,07-01-18,7:08,Migori,Nairobi,Bus,49
8383,4A,Mpesa,EOYGOGETDA,07-01-18,7:04,Rongo,Nairobi,Bus,49
8383,8B,Mpesa,DXPMCT7PNA,07-01-18,7:04,Rongo,Nairobi,Bus,49
8373,18A,Mpesa,VOJCVPABQZ,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,17B,Mpesa,6ZJQ7AXGDJ,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,18B,Mpesa,XIALEKG8MP,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8379,6B,Mpesa,V6SYKSNBUN,07-01-18,7:15,Migori,Nairobi,Bus,49
8379,13A,Mpesa,P6FK9EQR8H,07-01-18,7:15,Migori,Nairobi,Bus,49
8373,23A,Mpesa,Q2WCHV4CCE,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,3A,Mpesa,0STOGTL3O2,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8379,20B,Mpesa,CFCUOBZZMW,07-01-18,7:15,Migori,Nairobi,Bus,49
8379,10A,Mpesa,4GXRUEE8BV,07-01-18,7:15,Migori,Nairobi,Bus,49
8373,5A,Mpesa,UAC8UF2ZBO,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,16A,Mpesa,LIHXDJAPTE,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,15A,Mpesa,TEZX2Q0AGK,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,5B,Mpesa,S0UQ6ZKB1R,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8384,7B,Mpesa,EJUWYEO14V,07-01-18,7:05,Rongo,Nairobi,Bus,49
8373,16B,Mpesa,VTCXP3RYMQ,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8379,22A,Mpesa,YVL1OJQERV,07-01-18,7:15,Migori,Nairobi,Bus,49
8379,21A,Mpesa,S5AF5PDA1V,07-01-18,7:15,Migori,Nairobi,Bus,49
8378,22B,Mpesa,IJ249GGCB8,07-01-18,7:08,Migori,Nairobi,Bus,49
8373,6B,Mpesa,YNXQSXZXIG,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8379,24A,Mpesa,MOJIU4TA3P,07-01-18,7:15,Migori,Nairobi,Bus,49
8384,24A,Mpesa,QFNSS0HCF6,07-01-18,7:05,Rongo,Nairobi,Bus,49
8384,23A,Mpesa,IJEZDBTUUS,07-01-18,7:05,Rongo,Nairobi,Bus,49
8373,4B,Mpesa,MBQDLISGQS,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,3B,Mpesa,JBW9NRNBK9,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8385,7B,Mpesa,AFW2CYJXGY,07-01-18,7:09,Rongo,Nairobi,Bus,49
8385,9B,Mpesa,C0APCRKLH2,07-01-18,7:09,Rongo,Nairobi,Bus,49
8383,24A,Mpesa,9XOZJAFEKQ,07-01-18,7:04,Rongo,Nairobi,Bus,49
8383,14A,Mpesa,570ZYPWFAZ,07-01-18,7:04,Rongo,Nairobi,Bus,49
8373,11A,Mpesa,HFECCIPIMA,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8386,8B,Mpesa,PP6RXNO0GD,07-01-18,7:10,Rongo,Nairobi,Bus,49
8373,8A,Mpesa,PHBGOMG7FQ,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8373,7A,Mpesa,PL2ORXZZEK,07-01-18,7:04,Homa Bay,Nairobi,Bus,49
8384,1B,Mpesa,TQWTS9DWZ4,07-01-18,7:05,Rongo,Nairobi,Bus,49
8384,16B,Mpesa,QSKOEQDAKW,07-01-18,7:05,Rongo,Nairobi,Bus,49
8384,18B,Mpesa,4OQTQ3XZLJ,07-01-18,7:05,Rongo,Nairobi,Bus,49
8369,23A,Mpesa,DMLOLVBXPJ,09-02-18,7:06,Kisii,Nairobi,Bus,49
8377,9,Mpesa,RAXJ7Q5KGJ,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8376,4,Mpesa,CPSEESEZMO,09-02-18,10:56,Kisii,Nairobi,shuttle,11
8377,3,Mpesa,8I2G0XE9SS,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8377,2,Mpesa,6UHAH7FFWS,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8377,4,Mpesa,Q3Q4VZEMTO,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8377,8,Mpesa,IBTFHG5HCI,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8377,5,Mpesa,RYQBD3BBX1,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8377,1X,Mpesa,FZTHOSASUL,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8377,6,Mpesa,BOMOFFXRBB,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8369,24B,Mpesa,HY4PVD1CUA,09-02-18,7:06,Kisii,Nairobi,Bus,49
8369,23B,Mpesa,8GCBFZKONM,09-02-18,7:06,Kisii,Nairobi,Bus,49
8369,22B,Mpesa,XSKJN1UJ1T,09-02-18,7:06,Kisii,Nairobi,Bus,49
8369,21B,Mpesa,TMVLVLMFCC,09-02-18,7:06,Kisii,Nairobi,Bus,49
8377,10,Mpesa,FORUMPUHIW,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8391,9,Mpesa,SYTNR1UEHQ,09-02-18,10:54,Kisii,Nairobi,shuttle,11
8377,7,Mpesa,MDW6NNNQGC,09-02-18,10:55,Kisii,Nairobi,shuttle,11
8391,1X,Mpesa,JLSPLQRI9I,09-02-18,10:54,Kisii,Nairobi,shuttle,11
8391,2,Mpesa,OBOQHEKMXL,09-02-18,10:54,Kisii,Nairobi,shuttle,11
8391,10,Mpesa,ZN84HO3T5P,09-02-18,10:54,Kisii,Nairobi,shuttle,11
8391,7,Mpesa,6LBVNIFG0U,09-02-18,10:54,Kisii,Nairobi,shuttle,11
8391,8,Mpesa,BAWPFMALYK,09-02-18,10:54,Kisii,Nairobi,shuttle,11
8391,6,Mpesa,YOANQUBLZM,09-02-18,10:54,Kisii,Nairobi,shuttle,11
8391,4,Mpesa,D7RF19LD4Z,09-02-18,10:54,Kisii,Nairobi,shuttle,11
8391,5,Mpesa,S2DQZEQGIZ,09-02-18,10:54,Kisii,Nairobi,shuttle,11
8391,1,Mpesa,YWTVQ8D07I,09-02-18,10:54,Kisii,Nairobi,shuttle,11
8392,9,Mpesa,MVQPWRHBIZ,09-02-18,10:53,Kisii,Nairobi,shuttle,11
8392,6,Mpesa,O7KSWSSHKH,09-02-18,10:53,Kisii,Nairobi,shuttle,11
8392,3,Mpesa,6V4M4K2OGV,09-02-18,10:53,Kisii,Nairobi,shuttle,11
8392,2,Mpesa,8C0JNEQ4PE,09-02-18,10:53,Kisii,Nairobi,shuttle,11
8392,8,Mpesa,RTQSKVTIUE,09-02-18,10:53,Kisii,Nairobi,shuttle,11
8392,4,Mpesa,VYSGBDG8XZ,09-02-18,10:53,Kisii,Nairobi,shuttle,11
8393,9,Mpesa,EF5SZRTDCC,09-02-18,10:52,Kisii,Nairobi,shuttle,11
8392,10,Mpesa,BDBHY4RZZC,09-02-18,10:53,Kisii,Nairobi,shuttle,11
8392,5,Mpesa,DI1JW7MHWO,09-02-18,10:53,Kisii,Nairobi,shuttle,11
8392,1,Mpesa,1SKQLHZGV5,09-02-18,10:53,Kisii,Nairobi,shuttle,11
8393,7,Mpesa,SBNMSH2Q5V,09-02-18,10:52,Kisii,Nairobi,shuttle,11
8393,6,Mpesa,P59NOKC04J,09-02-18,10:52,Kisii,Nairobi,shuttle,11
8393,5,Mpesa,OKT5OBMQ8M,09-02-18,10:52,Kisii,Nairobi,shuttle,11
8392,7,Mpesa,BG5YH5LKF4,09-02-18,10:53,Kisii,Nairobi,shuttle,11
8393,4,Mpesa,CMPCDURPTM,09-02-18,10:52,Kisii,Nairobi,shuttle,11
8393,8,Mpesa,0BUCLKJPZL,09-02-18,10:52,Kisii,Nairobi,shuttle,11
8393,10,Mpesa,I5NIYI9R3T,09-02-18,10:52,Kisii,Nairobi,shuttle,11
8393,3,Mpesa,XZPEE1M2IF,09-02-18,10:52,Kisii,Nairobi,shuttle,11
8393,2,Mpesa,QSSYK6PRQN,09-02-18,10:52,Kisii,Nairobi,shuttle,11
8393,1,Mpesa,5DUXASQCN8,09-02-18,10:52,Kisii,Nairobi,shuttle,11
